SAMPLEID,LATITUDE,LONGITUDE,COLLDATE
NE_289,42.76309,-97.1832,9/8/2005
NE_29,42.253377,-96.989526,8/15/2000
NE_290,42.62412,-97.2877,8/31/2005
NE_291,42.6423,-97.36835,9/1/2005
NE_292,42.69903,-97.4014,9/1/2005
NE_293,42.55547,-97.84242,8/31/2005
NE_294,42.477912,-97.923554,8/31/2005
NE_30,42.339394,-97.778329,7/27/2000
NE_31,42.148466,-97.478468,7/28/2000
NE_32,42.037666,-97.717841,7/26/2000
NE_33,41.981464,-97.613909,8/1/2000
NE_34,42.003012,-97.423325,7/26/2000
NE_342,41.351944,-97.403056,7/12/2006
NE_343,41.27443,-97.94419,7/12/2006
NE_346,41.01827,-100.3691,7/28/2006
NE_347,41.06208,-100.52768,8/4/2006
NE_35,41.766389,-96.26,8/8/2000
NE_36,41.156728,-96.060462,8/10/2000
NE_363,41.1348,-100.71618,8/11/2006
NE_364,41.19893,-100.99992,8/9/2006
NE_369,40.25908,-97.02878,7/19/2007
NE_37,41.356648,-96.144435,8/11/2000
NE_371,40.11951,-99.5023,7/25/2007
NE_372,40.10285,-96.50353,7/12/2007
NE_373,40.36422,-96.84698,7/12/2007
NE_374,40.34947,-96.6754,7/13/2007
NE_375,40.49504,-97.01337,11/13/2007
NE_376,40.56098,-97.35066,11/7/2007
NE_377,40.34996,-97.18164,7/31/2007
NE_378,40.40036,-96.95457,11/14/2007
NE_379,40.85604,-97.5822,9/28/2007
NE_38,41.777108,-96.20732,8/8/2000
NE_380,40.72161,-97.78784,10/1/2007
NE_381,40.76963,-97.46069,11/16/2007
NE_382,40.97388,-97.07767,7/31/2007
NE_383,41.09753,-97.2767,7/31/2007
NE_384,40.965,-97.2353,11/8/2007
NE_385,40.97591,-97.48239,11/8/2007
NE_387,40.20798,-97.25584,11/15/2007
NE_388,40.45713,-98.40127,9/12/2007
NE_389,40.06804,-97.78382,7/17/2007
NE_39,42.288462,-96.491296,8/18/2000
NE_390,40.30774,-98.21144,9/19/2007
NE_391,40.14672,-97.65091,7/19/2007
NE_392,40.41296,-98.31555,9/12/2007
NE_393,40.27876,-97.98517,9/13/2007
NE_394,40.21139,-98.00955,7/18/2007
NE_396,40.40492,-98.24066,9/19/2007
NE_397,40.20354,-97.65078,9/20/2007
NE_398,40.14254,-97.68977,7/18/2007
NE_399,40.07555,-98.89345,9/5/2007
NE_400,40.02079,-98.14239,9/7/2007
NE_401,40.13324,-99.46333,8/8/2007
NE_402,40.01332,-99.3674,7/25/2007
NE_403,40.36579,-99.95884,8/16/2007
NE_404,40.126,-99.82742,7/27/2007
NE_405,40.36255,-100.06705,8/16/2007
NE_406,40.30197,-101.00963,8/30/2007
NE_408,40.55829,-100.90228,8/9/2007
NE_41,42.671113,-97.847821,7/27/2000
NE_410,40.73428,-100.67542,8/9/2007
NE_411,40.49728,-100.06518,8/17/2007
NE_412,40.35939,-100.21082,8/31/2007
NE_413,40.19662,-100.7233,8/30/2007
NE_415,41.29312,-98.23247,7/25/2008
NE_419,41.49834,-98.7802,10/2/2008
NE_42,42.681089,-97.143072,8/2/2000
NE_420,41.74333,-99.07052,8/6/2008
NE_422,41.39137,-98.65654,8/7/2008
NE_425,41.38931,-99.09247,8/7/2008
NE_427,41.66166,-99.67656,8/21/2008
NE_429,41.36381,-100.02041,8/22/2008
NE_43,42.772604,-97.471876,8/3/2000
NE_430,41.03254,-98.74066,8/18/2008
NE_431,41.34499,-99.49126,10/1/2008
NE_432,41.0421,-99.39917,10/1/2008
NE_44,42.563614,-96.688742,8/17/2000
NE_448,41.58322,-97.88264,10/3/2008
NE_45,42.623892,-97.280976,8/17/2000
NE_46,42.627325,-97.226565,8/3/2000
NE_461,40.995278,-95.949444,8/11/2009
NE_463,41.54053,-97.54021,8/28/2009
NE_464,41.42592,-97.07932,9/2/2009
NE_465,41.28743,-97.06206,8/19/2009
NE_466,40.986944,-96.519722,7/14/2009
NE_467,41.31302,-96.69666,8/19/2009
NE_468,41.20489,-96.44193,7/29/2009
NE_469,41.14741,-96.6896,7/29/2009
NE_47,42.671192,-97.162743,8/2/2000
NE_470,40.97349,-96.78996,7/15/2009
NE_471,40.94463,-96.70698,7/9/2009
NE_472,40.900184,-96.76712,7/9/2009
NE_473,40.8999,-96.47966,7/14/2009
NE_474,40.81083,-96.80609,7/10/2009
NE_475,40.69725,-96.68383,7/30/2009
NE_476,40.96586,-96.45517,8/21/2009
NE_477,41.00177,-96.40685,9/2/2009
NE_478,40.01653,-95.78481,8/13/2009
NE_479,40.50227,-95.79186,7/16/2009
NE_48,42.468242,-96.904615,8/16/2000
NE_480,40.87077,-95.872688,8/11/2009
NE_481,40.88277,-96.1003,8/6/2009
NE_483,40.79442,-96.07377,8/12/2009
NE_484,40.49208,-95.74929,7/16/2009
NE_485,40.39242,-96.24631,8/12/2009
NE_486,40.30695,-96.37222,7/8/2009
NE_487,40.14736,-96.19889,8/18/2009
NE_488,40.27125,-95.91698,8/14/2009
NE_489,40.20995,-95.84191,8/14/2009
NE_49,42.478387,-97.926414,7/27/2000
NE_490,40.02962,-95.8691,8/13/2009
NE_491,40.68242,-96.47314,7/30/2009
NE_492,40.54747,-95.89703,8/18/2009
NE_493,40.49401,-96.17803,7/8/2009
NE_494,40.50821,-96.13858,7/31/2009
NE_495,41.1412,-96.02814,8/16/2010
NE_496,41.30303,-96.18268,8/16/2010
NE_497,41.36477,-96.10062,7/29/2010
NE_498,41.504413,-96.207233,7/28/2010
NE_499,41.87932,-96.26089,7/27/2010
NE_50,40.006175,-96.614407,7/31/1997
NE_500,42.12812,-96.50162,8/17/2010
NE_501,41.96015,-96.2976,7/27/2010
NE_502,42.70017,-96.98464,8/25/2010
NE_503,42.33661,-96.73183,7/14/2010
NE_504,42.41764,-96.66772,8/26/2010
NE_505,42.43464,-96.8743,7/13/2010
NE_506,42.50948,-96.83397,8/25/2010
NE_507,42.52805,-96.69565,7/14/2010
NE_508,42.63448,-97.2803,8/24/2010
NE_51,40.184078,-96.407124,7/29/1997
NE_510,42.55472,-97.79912,8/24/2010
NE_511,42.53121,-97.89103,8/23/2010
NE_512,41.71237,-96.37118,8/19/2010
NE_513,41.56248,-96.84816,9/1/2010
NE_514,41.9012,-96.86488,8/19/2010
NE_515,42.10744,-96.95968,8/18/2010
NE_516,42.04735,-97.11424,8/18/2010
NE_517,41.819835,-97.367309,8/31/2010
NE_518,41.96621,-96.54053,8/18/2010
NE_52,40.370306,-96.608333,8/26/1997
NE_520,42.25846,-97.13479,7/14/2010
NE_521,42.44276,-97.09401,7/15/2010
NE_522,42.3079,-97.60738,8/31/2010
NE_523,42.17509,-97.65971,8/31/2010
NE_525,42.02917,-97.74362,8/12/2010
NE_53,40.254556,-96.955778,9/12/1997
NE_54,40.186833,-96.631639,7/30/1997
NE_55,40.525639,-97.4691,9/16/1997
NE_552,41.211944,-100.873056,7/15/2011
NE_558,41.10555,-100.81273,7/5/2011
NE_56,40.550125,-97.57275,9/16/1997
NE_563,40.11782,-98.4447,8/14/2012
NE_566,40.064,-98.33096,8/29/2012
NE_567,40.11439,-99.45693,8/30/2012
NE_568,40.33529,-99.76228,9/13/2012
NE_569,40.24915,-99.56438,9/12/2012
NE_570,40.45591,-100.04945,9/13/2012
NE_571,40.40085,-100.78301,7/31/2012
NE_575,40.29198,-96.74122,8/22/2012
NE_576,40.36298,-96.86212,7/18/2012
NE_577,40.53464,-97.48304,7/11/2012
NE_578,40.37639,-97.10872,7/10/2012
NE_579,40.42215,-96.9811,7/10/2012
NE_58,40.887556,-97.092361,9/25/1997
NE_580,40.72384,-97.94908,7/17/2012
NE_581,40.80406,-97.36855,7/11/2012
NE_582,40.75783,-97.23831,7/17/2012
NE_583,40.91632,-97.12151,9/19/2012
NE_584,40.73991,-97.02473,7/12/2012
NE_586,40.08875,-97.13562,7/24/2012
NE_587,40.0549,-97.44444,8/16/2012
NE_588,40.06477,-97.27435,8/23/2012
NE_589,40.054,-97.33161,8/23/2012
NE_590,40.07184,-97.1605,8/22/2012
NE_591,40.20558,-97.29388,8/7/2012
NE_592,40.24047,-97.40662,8/15/2012
NE_593,40.39784,-98.22307,7/26/2012
NE_594,40.22845,-97.90594,8/7/2012
NE_595,40.16127,-97.53149,7/25/2012
NE_596,40.35313,-98.16667,8/8/2012
NE_597,40.13241,-97.5275,8/14/2012
NE_599,41.39396,-97.89266,7/24/2013
NE_60,40.059167,-97.070833,7/24/1997
NE_600,41.47308,-97.68252,7/24/2013
NE_601,41.44402,-98.2136,7/25/2013
NE_602,41.29305,-98.61556,7/25/2013
NE_603,41.50896,-98.82801,7/31/2013
NE_606,41.07579,-98.68062,7/31/2013
NE_607,41.63276,-99.7163,8/13/2013
NE_61,40.00325,-97.0141,9/12/1997
NE_610,41.18007,-99.20496,9/10/2013
NE_611,41.3452,-99.50059,9/11/2013
NE_612,41.30819,-97.68317,7/9/2013
NE_614,40.88325,-99.82619,7/16/2013
NE_615,41.061,-100.42854,7/17/2013
NE_616,40.64017,-99.8319,7/17/2013
NE_617,40.83942,-99.80611,7/16/2013
NE_618,41.15763,-98.51848,8/1/2013
NE_62,40.413972,-98.305806,8/27/1997
NE_620,41.53979,-97.839,7/23/2013
NE_625,41.35849,-97.55169,7/9/2013
NE_629,41.38183,-97.3453,10/16/2013
NE_63,40.245284,-97.539188,9/19/1997
NE_630,41.22252,-98.76669,7/31/2013
NE_631,41.61273,-98.23367,8/20/2013
NE_632,41.03421,-98.87447,9/10/2013
NE_648,41.433237,-97.070322,1/7/1985
NE_65,40.2665,-98.219886,8/7/1997
NE_66,40.202567,-98.134283,9/17/1997
NE_67,40.071444,-97.834972,8/8/1997
NE_68,40.282306,-97.457806,9/26/1997
NE_690,41.436065,-97.069401,9/4/2014
NE_692,41.43667,-97.06517,9/3/2014
NE_694,41.436993,-97.059936,9/3/2014
NE_697,41.439167,-97.011111,9/4/2014
NE_70,40.110667,-97.058083,9/26/1997
NE_71,41.444083,-98.194361,8/13/1998
NE_72,41.658333,-98.962222,8/12/1998
NE_741,41.438926,-97.011543,8/31/2015
NE_742,41.525681,-97.262478,8/31/2015
NE_743,41.07439,-96.137543,9/16/2015
NE_744,41.045507,-96.133695,9/16/2015
NE_745,40.877535,-96.785847,9/1/2015
NE_746,40.78326,-96.72024,8/20/2015
NE_747,40.69338,-96.33194,8/20/2015
NE_748,41.07433,-96.29649,7/15/2015
NE_749,41.29901,-96.96622,6/30/2015
NE_750,41.59463,-97.2813,6/23/2015
NE_751,41.43445,-96.88676,6/30/2015
NE_752,40.92947,-95.9722,7/15/2015
NE_753,41.55522,-97.48701,6/23/2015
NE_754,40.80538,-96.76628,7/22/2015
NE_755,40.98981,-96.95918,7/1/2015
NE_756,41.23592,-96.54195,7/14/2015
NE_757,41.06212,-96.37077,7/15/2015
NE_759,41.38261,-96.77505,6/24/2015
NE_760,41.22509,-96.79333,6/30/2015
NE_761,40.87078,-96.4633,7/21/2015
NE_762,40.99643,-96.79582,7/15/2015
NE_763,41.05955,-96.37408,7/14/2015
NE_764,40.82792,-95.9572,7/15/2015
NE_765,40.70866,-95.89229,8/13/2015
NE_766,40.109667,-96.224897,7/30/2015
NE_767,40.07225,-95.89745,8/11/2015
NE_768,40.50836,-96.57832,8/19/2015
NE_769,40.23206,-95.75452,8/12/2015
NE_77,41.771861,-99.196944,8/20/1998
NE_770,40.003325,-96.038438,8/11/2015
NE_771,40.3784,-96.25281,7/30/2015
NE_772,40.333715,-95.935265,8/12/2015
NE_773,40.058579,-95.72363,8/12/2015
NE_774,40.26025,-96.38829,7/30/2015
NE_775,40.053858,-96.161639,8/11/2015
NE_776,40.525194,-96.0815,7/22/2015
NE_777,40.75346,-96.36523,7/21/2015
NE_778,40.508169,-96.22125,8/19/2015
NE_779,40.57026,-96.35977,7/22/2015
NE_780,40.563783,-96.160566,8/13/2015
NE_781,41.560556,-96.540556,9/9/2016
NE_782,41.36284,-96.349076,8/19/2016
NE_783,41.36453,-96.31587,9/1/2016
NE_784,41.509579,-96.3518,8/19/2016
NE_785,41.669949,-96.722485,8/11/2016
NE_786,41.684345,-96.813106,8/11/2016
NE_787,41.865887,-97.329831,6/28/2016
NE_788,41.88702,-96.49748,6/21/2016
NE_789,42.21159,-96.881912,7/19/2016
NE_790,42.380577,-97.113276,6/29/2016
NE_791,42.307598,-97.711582,6/23/2016
NE_792,42.33708,-97.428731,6/29/2016
NE_793,42.452994,-97.524253,6/29/2016
NE_80,41.394139,-98.704444,8/25/1998
NE_801,41.289964,-96.173569,9/1/2016
NE_803,42.190973,-96.477299,8/10/2016
NE_805,42.78796,-97.3702,9/20/2016
NE_806,42.421986,-96.707117,8/10/2016
NE_807,42.522851,-96.888999,8/10/2016
NE_808,42.60295,-96.791063,8/9/2016
NE_809,42.649012,-96.880243,8/9/2016
NE_81,41.298694,-98.599806,8/13/1998
NE_810,42.611975,-97.102269,6/30/2016
NE_811,42.561857,-97.269917,6/30/2016
NE_812,42.525731,-97.296558,6/30/2016
NE_813,42.580816,-97.348301,6/29/2016
NE_814,42.786576,-97.448344,7/19/2016
NE_815,42.73203,-97.92265,7/20/2016
NE_816,42.555665,-97.700531,7/20/2016
NE_817,42.56752,-97.87187,7/20/2016
NE_818,42.677187,-97.140046,9/21/2016
NE_819,42.742576,-97.202611,9/21/2016
NE_82,41.291861,-98.624611,8/12/1998
NE_838,41.15892,-100.79169,8/29/2017
NE_839,41.163781,-100.811508,8/30/2017
NE_840,41.2163,-100.906876,8/17/2017
NE_85,41.25675,-98.957806,8/21/1998
NE_856,41.117924,-100.7907,7/24/2017
NE_857,41.113075,-100.877158,8/17/2017
NE_87,41.234778,-98.95075,8/27/1998
NE_876,40.177369,-96.642954,9/19/2018
NE_88,41.265083,-99.814444,8/11/1998
NE_881,40.91565,-97.1455,6/6/2018
NE_883,40.04987,-97.15747,10/24/2018
NE_889,40.08978,-98.76112,9/13/2018
NE_89,41.027333,-98.959011,8/13/1998
NE_890,40.240556,-99.636389,6/19/2018
NE_91,40.104639,-99.069694,9/24/1997
NE_94,40.125942,-98.991969,8/7/1997
NE_95,40.031244,-98.456477,8/5/1997
NE_97,40.155919,-99.511303,9/11/1997
NE_98,40.265969,-99.799519,8/19/1997
NE_99,40.126119,-99.964339,9/10/1997
NELS-1073_2013_1,40.19518,-96.22861,8/12/2013
NELS-1074_2013_1,40.84166,-99.74438,6/11/2013
NELS-1082_2014_1,41.46241,-97.68192,7/16/2014
NER9-0905_2013_1,41.15205,-96.54845,7/30/2013
NER9-0908_2014_1,40.35743,-98.13044,6/11/2014
NER9-0911_2014_1,40.62492,-100.5746,7/9/2014
NER9-0912_2014_1,40.2352,-100.3105,7/10/2014
NER9-0914_2014_2,41.93933,-96.14472,7/31/2014
NER9-0916_2014_1,41.02435,-98.06696,8/14/2014
NERF-0005_2013_1,42.69680895,-97.78765396,8/6/2013
NERM-1001_2014_1,40.01724,-95.33155,7/24/2014
NERM-1003_2013_1,40.6786,-99.48502,7/17/2013
NERM-1005_2014_1,41.64471,-96.09547,7/23/2014
NERO-1039_2013_1,42.07903,-97.90916,8/1/2013
NERO-1042_2014_1,41.22095,-99.24727,7/11/2014
NERO-1043_2014_1,40.89354,-96.60389,6/26/2014
NERO-1046_2014_1,41.21068,-98.11082,8/15/2014
NES9-0923_2013_1,41.41566,-98.08897,6/4/2013
NES9-0925_2013_1,41.50319,-96.34988,7/31/2013
NES9-0926_2013_1,42.58964,-97.87222,8/7/2013
NES9-0928_2013_1,41.39956,-97.15694,7/1/2013
NES9-0930_2013_1,41.67311,-97.67665,6/3/2013
NES9-0931_2014_1,40.24371,-97.53552,6/10/2014
NES9-0934_2013_2,40.90226,-96.60626,7/2/2013
NES9-0935_2014_1,40.07208,-97.24108,8/8/2014
NESS-1134_2014_1,41.82238,-96.85704,7/2/2014
NESS-1143_2014_1,40.0228,-96.23836,9/15/2014
OKLS-1203_2014_1,35.92513,-96.71988,7/14/2014
OKLS-1222_2014_1,34.44337,-99.65264,8/20/2014
OKR9-0901_2013_2,35.92582,-99.51525,6/18/2013
OKR9-0902_2013_2,36.958,-97.42192,9/16/2013
OKR9-0905_2013_1,35.53,-99.13021,6/18/2013
OKR9-0906_2013_1,36.05503,-98.12901,7/2/2013
OKR9-0908_2013_1,35.92491,-97.86391,6/26/2013
OKR9-0909_2013_1,34.59159,-99.02375,6/11/2013
OKRF-0003_2014_1,36.18364652,-98.92051469,6/13/2014
OKRF-0004_2014_1,36.24905178,-95.73395904,6/11/2014
OKRF-0008_2014_1,34.73311699,-97.21168907,9/8/2014
OKRM-1002_2013_1,35.96767,-97.12551,7/9/2013
OKRM-1006_2013_1,36.58577,-97.0339,7/16/2013
OKRM-1021_2014_1,35.02582,-97.35414,6/2/2014
OKRM-1026_2014_1,34.20331,-99.11783,8/19/2014
OKRO-1089_2013_1,34.88904,-99.37742,6/12/2013
OKRO-1092_2014_1,35.56492,-97.94991,6/30/2014
OKS9-0931_2013_1,34.83934,-98.306,6/10/2013
OKS9-0933_2013_1,36.95135,-95.03539,7/30/2013
OKS9-0935_2013_1,35.54539,-99.72271,6/4/2013
Tt_10_37069_SnOnly,34.8839,-98.2196,6/27/2001
Tt_100_38126_SnOnly,34.594,-99.437,5/19/2004
Tt_1002_37049_SnOnly,35.91234,-99.274517,6/7/2001
Tt_1004_43270_FWRB,35.1425,-99.2638,6/19/2018
Tt_1009_41059_SnOnly,36.7233,-99.2256,5/30/2012
Tt_101_42899_FWRB,34.770438,-99.436608,6/13/2017
Tt_1014_38615_FWRB,35.538889,-99.169444,9/20/2005
Tt_1017_40378_FWRB,35.675145,-99.145119,7/19/2010
Tt_1018_43269_FWRB,35.53,-99.1302,6/18/2018
Tt_1019_38574_FWRB,36.756467,-99.117354,8/10/2005
Tt_102_41836_SnOnly,34.454,-99.412,7/16/2014
Tt_1021_41053_SnOnly,36.641,-99.1102,5/24/2012
Tt_1028_41051_BkSn,36.1591,-99.0511,5/22/2012
Tt_103_37068_SnOnly,34.6379,-99.409,6/26/2001
Tt_1032_38898_SnOnly,35.9699,-99.0269,6/30/2006
Tt_1033_38609_SnOnly,36.037,-99.025583,9/14/2005
Tt_1037_43270_FWRB,35.5431,-99.02,6/19/2018
Tt_1039_40701_FWRB,36.037029,-99.003004,6/7/2011
Tt_104_41849_FWRB,35.103267,-99.397714,7/29/2014
Tt_1045_42891_SnOnly,36.713,-98.9712,6/5/2017
Tt_1046_39309_FWRB,36.054197,-98.968948,8/15/2007
Tt_1049_41101_SnOnly,35.2039,-98.9554,7/11/2012
Tt_1050_41064_PrSn,36.1864,-98.9503,6/4/2012
Tt_1055_38569_FWRB,35.247851,-98.905635,8/5/2005
Tt_1057_41052_BkSn,35.9449,-98.8871,5/23/2012
Tt_106_40009_SnOnly,34.762439,-99.392031,7/15/2009
Tt_1060_39974_FWRB,34.999974,-98.876023,6/10/2009
Tt_1062_38950_FWRB,36.93397,-98.87383,8/21/2006
Tt_107_39967_BkSn,35.577127,-99.387588,6/3/2009
Tt_1072_38181_FWRB,36.986436,-98.811861,7/13/2004
Tt_1073_36027_SnOnly,35.1288,-98.8112,8/20/1998
Tt_1078_39314_SnOnly,36.94327,-98.77428,8/20/2007
Tt_108_37068_SnOnly,34.5943,-99.3875,6/26/2001
Tt_1080_41058_SnOnly,36.4419,-98.7466,5/29/2012
Tt_1084_39973_SnOnly,34.696778,-98.733528,6/9/2009
Tt_1088_40723_FWRB,35.522931,-98.723264,6/29/2011
Tt_1089_38174_FWRB,35.627708,-98.720979,7/6/2004
Tt_109_39967_SnOnly,35.650912,-99.383908,6/3/2009
Tt_1092_39290_SnOnly,36.69586,-98.70103,7/27/2007
Tt_1093_41817_SnOnly,35.518528,-98.700083,6/27/2014
Tt_1095_41781_SnOnly,34.3043,-98.6984,5/22/2014
Tt_1098_42186_SnOnly,34.2772,-98.6793,7/1/2015
Tt_1099_40008_SnOnly,34.700028,-98.676917,7/14/2009
Tt_11_41457_FWRB,36.055031,-98.129011,7/2/2013
Tt_110_43250_FWRB,34.478932,-99.382867,5/30/2018
Tt_1100_39974_SnOnly,34.724694,-98.673444,6/10/2009
Tt_1101_40735_FWRB,35.118877,-98.668881,7/11/2011
Tt_1102_41053_BtSn,36.1331,-98.6687,5/24/2012
Tt_1103_41067_BkSn,36.9616,-98.6604,6/7/2012
Tt_1104_38181_FWRB,36.815099,-98.647563,7/13/2004
Tt_1105_42201_BkSn,34.5236,-98.6328,7/16/2015
Tt_1108_41867_SnOnly,34.777805,-98.610639,8/16/2014
Tt_1109_38588_SnOnly,35.687444,-98.6105,8/24/2005
Tt_111_43250_FWRB,34.888889,-99.378056,5/30/2018
Tt_1114_41849_BtSn,35.2908,-98.5941,7/29/2014
Tt_1116_39990_SnOnly,36.05155,-98.5857,6/26/2009
Tt_1118_41786_SnOnly,34.7864,-98.58164,5/27/2014
Tt_112_41857_BkSn,35.056,-99.378,8/6/2014
Tt_1123_39660_BkSn,36.00774,-98.55548,7/31/2008
Tt_1124_36026_BkSn,35.258444,-98.531667,8/19/1998
Tt_1125_41849_BkBtSn,35.2762,-98.5306,7/29/2014
Tt_1126_36027_SnSh,35.304611,-98.527,8/20/1998
Tt_1127_40373_FWRB,35.302928,-98.526134,7/14/2010
Tt_1128_40325_BkSn,35.3101,-98.522563,5/27/2010
Tt_1129_36028_BkOnly,35.406083,-98.521,8/21/1998
Tt_113_41437_FWRB,34.88904,-99.377417,6/12/2013
Tt_1131_36027_ShOnly,35.362722,-98.516,8/20/1998
Tt_1136_41821_BtSn,34.9386,-98.4444,7/1/2014
Tt_1137_42579_SnOnly,34.60876,-98.44398,7/28/2016
Tt_1138_40736_FWRB,34.085238,-98.442365,7/12/2011
Tt_114_42922_BtSn,36.770722,-99.36675,7/6/2017
Tt_1140_39290_BtSn,36.89743,-98.44075,7/27/2007
Tt_1143_41858_SnOnly,34.59065,-98.434933,8/7/2014
Tt_1144_39290_FWRB,36.89,-98.43,7/27/2007
Tt_1146_38930_FWRB,35.62728,-98.42964,8/1/2006
Tt_1147_39982_SnOnly,35.65265,-98.427367,6/18/2009
Tt_1149_41066_BkSn,35.6019,-98.4268,6/6/2012
Tt_1153_39976_SnOnly,35.77559,-98.3995,6/12/2009
Tt_1156_41451_SnOnly,34.586917,-98.370667,6/26/2013
Tt_1157_41100_SnOnly,36.8302,-98.3674,7/10/2012
Tt_116_39968_SnOnly,35.703,-99.358,6/4/2009
Tt_1160_41452_SnOnly,34.63778,-98.3618,6/27/2013
Tt_1161_35991_BkSn,35.55,-98.359,7/15/1998
Tt_1169_42905_SnOnly,36.723444,-98.306833,6/19/2017
Tt_117_36747_SnOnly,35.977397,-99.349016,8/9/2000
Tt_1170_39713_FWRB,34.839344,-98.305995,9/22/2008
Tt_1172_40722_FWRB,36.276489,-98.301065,6/28/2011
Tt_1176_40374_SnOnly,35.66745,-98.28873,7/15/2010
Tt_1177_41052_BkSn,35.5521,-98.264,5/23/2012
Tt_118_40010_SnOnly,34.98509,-99.34247,7/16/2009
Tt_1181_34199_None,34.892222,-98.233056,8/18/1993
Tt_1186_42926_BkSn,36.8118,-98.2011,7/10/2017
Tt_1188_41836_SnOnly,34.3913,-98.1828,7/16/2014
Tt_119_36746_SnOnly,35.6863,-99.323,8/8/2000
Tt_1195_39309_SnOnly,35.97499,-98.13525,8/15/2007
Tt_1199_41095_SnOnly,35.84,-98.1159,7/5/2012
Tt_12_41451_FWRB,35.924913,-97.86391,6/26/2013
Tt_120_39961_SnOnly,35.684569,-99.319693,5/28/2009
Tt_1208_34235_None,34.536111,-98.076,9/23/1993
Tt_121_40723_FWRB,35.656389,-99.305833,6/29/2011
Tt_1212_35992_SnOnly,36.347333,-98.056444,7/16/1998
Tt_1215_41101_SnOnly,36.6843,-98.0377,7/11/2012
Tt_1216_40387_BtSn,34.175137,-98.036124,7/28/2010
Tt_1217_41080_BtSn,36.3543,-98.0352,6/20/2012
Tt_122_36747_SnOnly,36.000966,-99.29,8/9/2000
Tt_1222_41060_BkSn,36.8233,-98.0099,5/31/2012
Tt_1225_43034_PrSn,36.3329,-98.0031,10/26/2017
Tt_1227_35992_BkSn,36.376472,-97.990528,7/16/1998
Tt_123_42907_FWRB,35.175166,-99.280132,6/21/2017
Tt_1230_41792_SnOnly,35.53243,-97.97684,6/2/2014
Tt_1231_42921_BtSn,35.8555,-97.9727,7/5/2017
Tt_1236_41816_BkSn,35.1022,-97.9454,6/26/2014
Tt_1238_38609_FWRB,36.00717,-97.93403,9/14/2005
Tt_124_41038_FWRB,36.436872,-99.278358,5/9/2012
Tt_1240_35992_SnOnly,36.159528,-97.93,7/16/1998
Tt_1241_35993_SnSh,36.029833,-97.929861,7/17/1998
Tt_1243_40757_FWRB,36.08613,-97.926185,8/2/2011
Tt_1246_41793_SnOnly,35.51855,-97.9119,6/3/2014
Tt_1248_41106_BkSn,36.069,-97.8952,7/16/2012
Tt_1249_41095_SnOnly,35.9333,-97.8907,7/5/2012
Tt_125_40008_SnOnly,35.140121,-99.239865,7/14/2009
Tt_1250_40380_FWRB,35.36416,-97.87055,7/21/2010
Tt_1251_41843_BkSn,34.9725,-97.8693,7/23/2014
Tt_1252_38553_FWRB,35.34678,-97.85706,7/20/2005
Tt_1254_40353_BtSn,34.997608,-97.855609,6/24/2010
Tt_1256_41809_BkSn,35.0006,-97.8442,6/19/2014
Tt_1258_40735_FWRB,34.97506,-97.832731,7/11/2011
Tt_126_37068_SnOnly,34.6086,-99.2335,6/26/2001
Tt_1260_40399_FWRB,36.384054,-97.810768,8/9/2010
Tt_1261_36028_SnSh,34.8418,-97.8066,8/21/1998
Tt_1263_43297_FWRB,36.714416,-97.792954,7/16/2018
Tt_1267_40730_FWRB,35.126064,-97.784294,7/6/2011
Tt_127_42870_SnOnly,36.710852,-99.232277,5/15/2017
Tt_1271_41081_PrSn,36.202,-97.7678,6/21/2012
Tt_1274_39287_BtSn,36.23369,-97.75795,7/24/2007
Tt_1276_41087_BkSn,36.7002,-97.7516,6/27/2012
Tt_128_42892_BkSn,36.365861,-99.228306,6/6/2017
Tt_1280_42880_SnOnly,36.1358,-97.7468,5/25/2017
Tt_1281_38952_SnOnly,35.618306,-97.745,8/23/2006
Tt_1282_38596_FWRB,36.13267,-97.74392,9/1/2005
Tt_1283_40400_FWRB,36.700119,-97.7335,8/10/2010
Tt_1286_41108_PrSn,36.1533,-97.7233,7/18/2012
Tt_129_41806_SnOnly,35.16,-99.228,6/16/2014
Tt_1291_40011_SnOnly,35.439139,-97.688639,7/17/2009
Tt_1294_41130_SnOnly,35.8664,-97.667,8/9/2012
Tt_1296_38568_FWRB,34.10486,-97.66489,8/4/2005
Tt_1298_40711_SnOnly,35.41521,-97.6515,6/17/2011
Tt_1299_40372_FWRB,35.550906,-97.647091,7/13/2010
Tt_13_36713_SnSh,36.1449,-97.553,7/6/2000
Tt_1303_41059_BkSn,36.6512,-97.6294,5/30/2012
Tt_1304_39240_BkSn,35.76826,-97.62791,6/7/2007
Tt_131_36746_SnOnly,35.7972,-99.216,8/8/2000
Tt_1310_42241_SnOnly,34.0857,-97.615,8/25/2015
Tt_1311_38930_FWRB,36.519,-97.61453,8/1/2006
Tt_1313_39980_FWRB,34.840274,-97.612211,6/16/2009
Tt_1315_35667_SnOnly,35.594806,-97.610778,8/25/1997
Tt_1318_38552_FWRB,35.16158,-97.60797,7/19/2005
Tt_132_43326_FWRB,34.506944,-99.207778,8/14/2018
Tt_1320_41096_SnOnly,36.0716,-97.6056,7/6/2012
Tt_1321_41871_SnOnly,35.669361,-97.60275,8/20/2014
Tt_1325_41890_SnOnly,35.623806,-97.6,9/8/2014
Tt_1329_41172_BkSn,35.6127,-97.5922,9/20/2012
